date
12453
12499
12526
12555
12605
12646
12688
12737
12772
12815
12870
12926
12970
13017
13052
13102
13136
13179
13234
13290
13333
13381
13416
13466
13500
13550
13598
13654
13697
13745
13787
13830
13864
13914
13969
14018
14061
14109
14151
14167
14200
14235
14278
14333
14382
14425
14480
14522
14564
14599
14642
14690
14746
14789
14844
14886
14929
14963
14978
15006
15054
15083
15110
15153
15208
15250
15285
15320
15370
15418
15467
15517
15565
15607
15650
15684
15734
15782
15831
15881
15929
15964
16006
16048
16098
16146
16195
16252
16293
16335
16385
16419
16469
16517
16559
16617
16657
16699
16741
16783
16832
16888
16931
16981
17021
17064
17099
17147
17197
17246
17295
17345
17385
17388
17395
17427
17470
17511
17553
17561
17602
17609
17652
17708
17749
17791
17813
17834
17882
17903
17925
17925
17946
17974
17974
17995
18016
18016
18037
18072
18072
18093
18121
18121
18142
18163
18163
18184
18205
18205
18225
18247
18247
18268
18289
18310
18337
18358
18380
18401
18436
18457
18484
18505
18526
18547
18569
18589
18610
18631
18653
18674
18701
18722
18744
18765
18800
18820
18848
18869
18891
18912
18933
18953
18974
18995
19017
19038
19065
19086
19108
19119
19164
19185
19206
19209
19227
19249
19290
19311
19339
19361
19388
19409
19437
19458
19479
19500
19528
19549
19570
19619
19640
19661
19682
19710
19731
19752
19773
19801
19822
19843
19864
19892
19913
19934
19956
19965
19983
20004
20074
20095
20116
20137
20165
20186
20207
20228
20232
20256
20277
20298
20319
20348
20369
20389
20410
20438
20480
20501
20501
20529
20550
20571
20592
20620
20641
20662
20683
20718
20739
20760
20781
20802
20823
20851
20872
20893
20914
20942
20984
21005
21026
21047
21082
21103
